cust_id,full_name,email,phone,signup_date,customer_segment,region,total_lifetime_orders,source_system
C-05160,Nattaya Charoensuk,nattaya.charoensuk5160@example.com,0853982131,2023-11-13,Regular,Phuket,5,CRM_V2
C-09674,Ratana Chaiyaporn,ratana.chaiyaporn9674@example.com,0864644520,2022-10-26,New,Khon Kaen,19,CRM_LEGACY
C-05441,Wichai Chaiyaporn,wichai.chaiyaporn5441@example.com,0888479864,2023-10-19,Regular,Chonburi,1,CRM_LEGACY_MIGRATED
C-01543,Thanapon Charoensuk,thanapon.charoensuk1543@example.com,0841630150,2023-07-20,New,Bangkok,28,CRM_V2
C-09359,Pim Kaewmanee,pim.kaewmanee9359@example.com,0873587260,2023-12-13,Regular,Bangkok,29,CRM_V2
C-02758,Suda Phanuwat,suda.phanuwat2758@example.com,0889403510,2023-07-23,Regular,Phuket,15,CRM_V2
C-07178,Pim Rattanakul,pim.rattanakul7178@example.com,0826984805,2022-02-08,Regular,Chonburi,3,CRM_V2
C-04196,Suda Thongdee,,0818456151,2022-05-13,Regular,Chonburi,33,CRM_V2
C-00185,Waree Chaiyaporn,waree.chaiyaporn185@example.com,0850820680,2023-01-31,Regular,Chonburi,14,CRM_V2
C-08387,Thanapon Thongdee,thanapon.thongdee8387@example.com,0861700026,2023-09-07,Regular,Bangkok,12,CRM_LEGACY
C-01818,Somchai Thongdee,somchai.thongdee1818@example.com,0832322777,2023-02-07,New,Bangkok,31,CRM_V2
C-07402,Chai Suksawat,chai.suksawat7402@example.com,0879151441,2023-11-28,Regular,Khon Kaen,11,CRM_V2
C-06680,Preecha Wongsawat,preecha.wongsawat6680@example.com,0843366221,2022-07-16,Regular,Chiang Mai,28,CRM_V2
C-01937,Siriporn Phanuwat,siriporn.phanuwat1937@example.com,0818902649,2023-10-25,Regular,Chiang Mai,13,CRM_V2
C-07059,Ratana Chaiyaporn,ratana.chaiyaporn7059@example.com,0831625557,2022-07-19,Regular,Chonburi,2,CRM_V2
C-08054,Chai Suksawat,chai.suksawat8054@example.com,0829097665,2022-09-02,Regular,Phuket,20,CRM_V2
C-01283,Siriporn Boonmee,siriporn.boonmee1283@example.com,0836635643,2021-12-18,New,Chonburi,21,CRM_V2
C-06311,Ratana Phanuwat,ratana.phanuwat6311@example.com,0863234877,2022-05-28,Regular,Phuket,7,CRM_V2
C-00302,Siriporn Rattanakul,siriporn.rattanakul302@example.com,0834401179,2024-05-12,Regular,Bangkok,15,CRM_LEGACY
C-06385,Nattaya Boonmee,nattaya.boonmee6385@example.com,0828267142,2023-05-14,Regular,Bangkok,10,CRM_V2
C-01253,Pim Boonmee,pim.boonmee1253@example.com,0875126278,2022-05-05,Regular,Chiang Mai,27,CRM_LEGACY_MIGRATED
C-05212,Wichai Boonmee,wichai.boonmee5212@example.com,0842051395,2023-12-20,Regular,Bangkok,29,CRM_LEGACY
C-01286,Anan Wongsawat,anan.wongsawat1286@example.com,0875070507,2023-12-16,Regular,Chonburi,12,CRM_V2
C-05460,Anan Boonmee,anan.boonmee5460@example.com,0867073221,2023-08-07,VIP,Bangkok,39,CRM_LEGACY_MIGRATED
C-03687,Somsak Wongsawat,somsak.wongsawat3687@example.com,0812521365,2023-07-25,VIP,Chiang Mai,37,CRM_V2
C-02219,Waree Sukjai,waree.sukjai2219@example.com,0892633437,2024-03-08,Regular,Chonburi,10,CRM_LEGACY_MIGRATED
C-02239,Nattaya Thongdee,nattaya.thongdee2239@example.com,0891741200,2024-03-09,VIP,Phuket,12,CRM_V2
C-06049,Malee Chaiyaporn,,0898206526,2024-05-24,Regular,Khon Kaen,13,CRM_LEGACY_MIGRATED
C-06868,Preecha Chaiyaporn,preecha.chaiyaporn6868@example.com,0895760815,2023-06-01,New,Chonburi,16,CRM_V2
C-05707,Wichai Thongdee,wichai.thongdee5707@example.com,0817399832,2022-12-03,Regular,Chiang Mai,39,CRM_V2
C-05388,Anan Boonmee,anan.boonmee5388@example.com,0821514870,2023-08-10,New,Chonburi,36,CRM_V2
C-02132,Pim Chaiyaporn,pim.chaiyaporn2132@example.com,0868739089,2022-12-17,VIP,Chonburi,32,CRM_V2
C-01206,Ratana Wongsawat,ratana.wongsawat1206@example.com,0888215226,2022-10-13,Regular,Bangkok,0,CRM_V2
C-07607,Nattaya Sukjai,nattaya.sukjai7607@example.com,0800346846,2023-12-14,Regular,Khon Kaen,0,CRM_LEGACY_MIGRATED
C-02234,Chai Charoensuk,chai.charoensuk2234@example.com,0811525166,2024-02-29,New,Phuket,23,CRM_V2
C-05890,Thanapon Suksawat,thanapon.suksawat5890@example.com,0868640204,2023-04-02,Regular,Phuket,4,CRM_LEGACY
C-00181,Malee Charoensuk,malee.charoensuk181@example.com,0843567190,2022-02-09,Regular,Khon Kaen,14,CRM_V2
C-02016,Thanapon Chaiyaporn,thanapon.chaiyaporn2016@example.com,0847525244,2022-09-15,Regular,Chiang Mai,31,CRM_V2
C-05870,Wichai Rattanakul,wichai.rattanakul5870@example.com,0851663577,2022-10-02,Regular,Khon Kaen,21,CRM_V2
C-00128,Waree Phanuwat,waree.phanuwat128@example.com,0895037473,2023-01-04,VIP,Phuket,8,CRM_LEGACY
C-01561,Somsak Suksawat,somsak.suksawat1561@example.com,0801209848,2023-07-14,Regular,Phuket,3,CRM_V2
C-00618,Kittipong Kaewmanee,kittipong.kaewmanee618@example.com,0873495597,2022-07-22,New,Bangkok,31,CRM_LEGACY
C-07602,Wichai Boonmee,wichai.boonmee7602@example.com,0888717124,2022-03-03,Regular,Bangkok,0,CRM_V2
C-05793,Kittipong Kaewmanee,kittipong.kaewmanee5793@example.com,0846493256,2022-01-26,New,Bangkok,27,CRM_V2
C-06324,Kittipong Phanuwat,kittipong.phanuwat6324@example.com,0891283003,2022-09-27,Regular,Chiang Mai,39,CRM_V2
C-05613,Malee Phanuwat,malee.phanuwat5613@example.com,0832902123,2023-12-03,Regular,Chiang Mai,23,CRM_V2
C-05093,Ratana Phanuwat,,0828139410,2023-11-13,New,Bangkok,4,CRM_V2
C-08555,Malee Charoensuk,malee.charoensuk8555@example.com,0821430071,2022-07-23,New,Chiang Mai,28,CRM_V2
C-09233,Pim Thongdee,pim.thongdee9233@example.com,0830625425,2023-08-01,VIP,Phuket,39,CRM_V2
C-08408,Wichai Chaiyaporn,wichai.chaiyaporn8408@example.com,0878995476,2024-01-29,New,Chonburi,13,CRM_V2
C-04330,Anan Boonmee,anan.boonmee4330@example.com,0863140921,2022-11-19,Regular,Chiang Mai,0,CRM_V2
C-09239,Siriporn Rattanakul,siriporn.rattanakul9239@example.com,0827126889,2022-09-22,Regular,Khon Kaen,38,CRM_LEGACY
C-01340,Pim Sukjai,pim.sukjai1340@example.com,0827839176,2022-09-17,VIP,Bangkok,31,CRM_V2
C-01630,Ratana Wongsawat,ratana.wongsawat1630@example.com,0889019223,2022-07-30,New,Khon Kaen,38,CRM_V2
C-08807,Pim Boonmee,pim.boonmee8807@example.com,0889119192,2023-02-17,Regular,Chonburi,16,CRM_LEGACY
C-00651,Pim Sukjai,pim.sukjai651@example.com,0831148282,2024-03-02,VIP,Phuket,34,CRM_V2
C-06015,Chai Kaewmanee,chai.kaewmanee6015@example.com,0870119149,2023-07-30,New,Khon Kaen,13,CRM_V2
C-03213,Kittipong Kaewmanee,kittipong.kaewmanee3213@example.com,0836663942,2022-03-09,Regular,Chiang Mai,29,CRM_V2
C-00987,Wichai Wongsawat,wichai.wongsawat987@example.com,0884898021,2023-01-27,Regular,Chonburi,30,CRM_LEGACY_MIGRATED
C-04715,Siriporn Chaiyaporn,siriporn.chaiyaporn4715@example.com,0852772729,2023-04-14,New,Phuket,40,CRM_V2
C-08414,Chai Thongdee,chai.thongdee8414@example.com,0844613382,2024-02-12,Regular,Chiang Mai,23,CRM_V2
C-03730,Thanapon Boonmee,thanapon.boonmee3730@example.com,0894908221,2022-10-05,Regular,Chonburi,37,CRM_V2
C-09642,Pim Sukjai,pim.sukjai9642@example.com,0896232392,2023-09-23,Regular,Chiang Mai,16,CRM_LEGACY
C-08535,Anan Suksawat,anan.suksawat8535@example.com,0816198028,2022-06-22,Regular,Khon Kaen,29,CRM_V2
C-04141,Ratana Sukjai,ratana.sukjai4141@example.com,0860104372,2023-06-20,Regular,Phuket,25,CRM_V2
C-00687,Ratana Rattanakul,ratana.rattanakul687@example.com,0835394931,2023-12-09,New,Chiang Mai,6,CRM_V2
C-00339,Pim Suksawat,pim.suksawat339@example.com,0894480183,2024-05-23,Regular,Phuket,29,CRM_LEGACY
C-05754,Preecha Suksawat,preecha.suksawat5754@example.com,0823404662,2023-07-23,New,Phuket,3,CRM_V2
C-07114,Suda Sukjai,suda.sukjai7114@example.com,0834862564,2023-07-11,Regular,Phuket,16,CRM_V2
C-01401,Malee Rattanakul,malee.rattanakul1401@example.com,0883885187,2024-04-30,New,Chiang Mai,33,CRM_V2
C-05716,Nattaya Thongdee,nattaya.thongdee5716@example.com,0820506788,2023-09-23,Regular,Bangkok,23,CRM_V2
C-09008,Preecha Sukjai,preecha.sukjai9008@example.com,0868337748,2023-05-25,Regular,Khon Kaen,9,CRM_V2
C-08572,Kittipong Charoensuk,kittipong.charoensuk8572@example.com,0814898390,2023-12-03,VIP,Phuket,20,CRM_LEGACY
C-03268,Nattaya Sukjai,nattaya.sukjai3268@example.com,0847971155,2022-08-18,Regular,Bangkok,13,CRM_LEGACY
C-05823,Thanapon Wongsawat,thanapon.wongsawat5823@example.com,0815565232,2022-08-30,Regular,Chiang Mai,2,CRM_V2
C-03317,Wichai Thongdee,wichai.thongdee3317@example.com,0810326032,2023-04-26,VIP,Chiang Mai,4,CRM_V2
C-07925,Siriporn Kaewmanee,siriporn.kaewmanee7925@example.com,0815962718,2022-07-03,Regular,Bangkok,17,CRM_V2
C-07510,Ratana Rattanakul,ratana.rattanakul7510@example.com,0891652449,2022-06-04,Regular,Phuket,16,CRM_V2
C-08300,Somchai Phanuwat,somchai.phanuwat8300@example.com,0800879479,2023-10-05,Regular,Khon Kaen,5,CRM_V2
C-09212,Nattaya Sukjai,nattaya.sukjai9212@example.com,0812155897,2022-08-08,Regular,Khon Kaen,19,CRM_LEGACY
C-01502,Anan Suksawat,anan.suksawat1502@example.com,0896987676,2023-05-30,Regular,Phuket,33,CRM_V2
C-09108,Siriporn Thongdee,siriporn.thongdee9108@example.com,0849899051,2022-03-03,New,Chiang Mai,20,CRM_V2
C-08416,Nattaya Phanuwat,nattaya.phanuwat8416@example.com,0853575867,2024-04-13,Regular,Khon Kaen,20,CRM_V2
C-03457,Anan Kaewmanee,anan.kaewmanee3457@example.com,0872119898,2022-06-19,VIP,Khon Kaen,35,CRM_LEGACY
C-03199,Somchai Phanuwat,somchai.phanuwat3199@example.com,0884907893,2023-11-14,Regular,Bangkok,39,CRM_V2
C-06163,Kittipong Kaewmanee,kittipong.kaewmanee6163@example.com,0891036914,2023-08-27,Regular,Chiang Mai,18,CRM_V2
C-01031,Pim Thongdee,pim.thongdee1031@example.com,0880146056,2023-05-16,Regular,Chonburi,14,CRM_V2
C-02127,Suda Sukjai,suda.sukjai2127@example.com,0874965538,2022-06-11,New,Khon Kaen,23,CRM_LEGACY_MIGRATED
C-01714,Somsak Wongsawat,somsak.wongsawat1714@example.com,0858295627,2023-01-12,Regular,Phuket,0,CRM_V2
C-02131,Thanapon Boonmee,thanapon.boonmee2131@example.com,0817441991,2022-08-25,New,Chiang Mai,20,CRM_V2
C-00617,Nattaya Kaewmanee,nattaya.kaewmanee617@example.com,0801417845,2024-01-06,VIP,Chonburi,5,CRM_V2
C-07055,Ratana Thongdee,ratana.thongdee7055@example.com,0810914894,2023-01-05,Regular,Chonburi,35,CRM_V2
C-03902,Anan Kaewmanee,anan.kaewmanee3902@example.com,0829615534,2022-04-29,Regular,Chiang Mai,18,CRM_V2
C-01546,Suda Phanuwat,dup_somchai.boonmee1546@example.com,0814802391,2023-05-18,Regular,Chiang Mai,16,CRM_V2
C-09162,Pim Rattanakul,pim.rattanakul9162@example.com,0855120125,2023-08-15,Regular,Phuket,30,CRM_V2
C-00040,Anan Chaiyaporn,anan.chaiyaporn40@example.com,0808961435,2023-03-25,Regular,Phuket,37,CRM_V2
C-07588,Anan Chaiyaporn,anan.chaiyaporn7588@example.com,0837945807,2023-05-23,Regular,Phuket,25,CRM_LEGACY
C-05252,Pim Charoensuk,pim.charoensuk5252@example.com,0882297151,2022-03-05,New,Bangkok,9,CRM_V2
C-06896,Ratana Boonmee,ratana.boonmee6896@example.com,0893034037,2022-06-23,Regular,Bangkok,13,CRM_LEGACY
C-01577,Somsak Suksawat,somsak.suksawat1577@example.com,0891013457,2023-08-10,Regular,Chonburi,19,CRM_V2
C-07604,Suda Chaiyaporn,suda.chaiyaporn7604@example.com,0869287329,2023-01-30,Regular,Bangkok,17,CRM_V2
C-05626,Waree Chaiyaporn,waree.chaiyaporn5626@example.com,0849366029,2022-02-13,Regular,Chiang Mai,0,CRM_V2
C-06887,Malee Charoensuk,malee.charoensuk6887@example.com,0875023721,2022-05-13,New,Bangkok,29,CRM_V2
C-03125,Thanapon Suksawat,thanapon.suksawat3125@example.com,0840372319,2024-06-01,VIP,Chonburi,9,CRM_LEGACY_MIGRATED
C-09280,Somchai Chaiyaporn,somchai.chaiyaporn9280@example.com,0834243303,2023-04-24,Regular,Khon Kaen,14,CRM_LEGACY_MIGRATED
C-09227,Anan Chaiyaporn,anan.chaiyaporn9227@example.com,0860745934,2022-11-19,Regular,Phuket,18,CRM_LEGACY
C-05409,Siriporn Thongdee,siriporn.thongdee5409@example.com,0813591426,2024-04-11,Regular,Chiang Mai,40,CRM_V2
C-06273,Preecha Suksawat,preecha.suksawat6273@example.com,0841539688,2024-04-12,Regular,Phuket,7,CRM_LEGACY
C-02710,Chai Charoensuk,chai.charoensuk2710@example.com,0878979492,2022-08-13,Regular,Chiang Mai,9,CRM_V2
C-03956,Siriporn Kaewmanee,siriporn.kaewmanee3956@example.com,0845963581,2023-05-19,New,Chonburi,39,CRM_V2
C-04049,Somchai Wongsawat,,0831313304,2023-04-10,Regular,Bangkok,25,CRM_V2
C-07195,Kittipong Thongdee,kittipong.thongdee7195@example.com,0841612066,2022-09-21,Regular,Khon Kaen,25,CRM_LEGACY
C-01963,Wichai Phanuwat,wichai.phanuwat1963@example.com,0838075979,2022-09-21,Regular,Chonburi,24,CRM_V2
C-03973,Somsak Rattanakul,somsak.rattanakul3973@example.com,0850305930,2024-02-13,VIP,Chonburi,2,CRM_V2
C-01872,Somchai Rattanakul,somchai.rattanakul1872@example.com,0880694449,2022-06-21,Regular,Khon Kaen,4,CRM_V2
C-00750,Somchai Boonmee,somchai.boonmee750@example.com,0839849421,2023-12-03,Regular,Chiang Mai,0,CRM_LEGACY
C-08404,Nattaya Rattanakul,,0803495742,2021-12-31,Regular,Bangkok,24,CRM_V2
C-06878,Waree Wongsawat,waree.wongsawat6878@example.com,0843117344,2022-10-14,Regular,Chonburi,2,CRM_V2
C-05216,Wichai Suksawat,wichai.suksawat5216@example.com,0808538027,2023-02-13,VIP,Chiang Mai,12,CRM_V2
C-01807,Siriporn Phanuwat,siriporn.phanuwat1807@example.com,0827281114,2022-06-05,Regular,Bangkok,1,CRM_V2
C-07864,Chai Phanuwat,chai.phanuwat7864@example.com,0886062751,2024-03-25,VIP,Chiang Mai,24,CRM_V2
C-02825,Chai Phanuwat,chai.phanuwat2825@example.com,0862090771,2023-01-22,Regular,Khon Kaen,8,CRM_V2
C-08417,Thanapon Sukjai,dup_chai.suksawat8417@example.com,0805298756,2022-01-12,New,Bangkok,27,CRM_V2
C-07401,Preecha Boonmee,preecha.boonmee7401@example.com,0853906287,2024-05-02,New,Chiang Mai,20,CRM_LEGACY_MIGRATED
C-03636,Ratana Charoensuk,ratana.charoensuk3636@example.com,0893436393,2022-03-19,Regular,Phuket,20,CRM_V2
C-08113,Somsak Phanuwat,somsak.phanuwat8113@example.com,0849728498,2023-10-12,Regular,Khon Kaen,25,CRM_V2
C-04851,Wichai Chaiyaporn,wichai.chaiyaporn4851@example.com,0883622810,2023-02-23,Regular,Bangkok,39,CRM_V2
C-07340,Preecha Thongdee,preecha.thongdee7340@example.com,0872859683,2022-12-30,Regular,Phuket,13,CRM_LEGACY_MIGRATED
C-00850,Somchai Thongdee,somchai.thongdee850@example.com,0808286086,2023-02-15,New,Phuket,24,CRM_V2
C-09632,Pim Chaiyaporn,dup_pim.suksawat9632@example.com,0889878981,2022-12-03,Regular,Bangkok,19,CRM_V2
C-05208,Somchai Charoensuk,somchai.charoensuk5208@example.com,0880280448,2023-12-03,Regular,Chonburi,32,CRM_V2
C-07430,Suda Charoensuk,suda.charoensuk7430@example.com,0844439218,2022-03-28,New,Bangkok,8,CRM_V2
C-04740,Somchai Sukjai,somchai.sukjai4740@example.com,0848712763,2022-04-23,VIP,Khon Kaen,39,CRM_V2
C-04867,Kittipong Chaiyaporn,kittipong.chaiyaporn4867@example.com,0894163661,2023-07-27,Regular,Chonburi,6,CRM_V2
C-09216,Waree Suksawat,waree.suksawat9216@example.com,0805072278,2023-12-12,Regular,Phuket,9,CRM_V2
C-04385,Kittipong Chaiyaporn,kittipong.chaiyaporn4385@example.com,0804355663,2024-03-07,Regular,Bangkok,31,CRM_LEGACY
C-03204,Somchai Wongsawat,somchai.wongsawat3204@example.com,0892503305,2023-04-20,Regular,Bangkok,38,CRM_V2
C-02300,Suda Suksawat,suda.suksawat2300@example.com,0895384578,2023-08-30,Regular,Phuket,37,CRM_V2
C-01148,Suda Charoensuk,suda.charoensuk1148@example.com,0896212549,2024-04-14,Regular,Khon Kaen,37,CRM_LEGACY
C-05073,Thanapon Phanuwat,thanapon.phanuwat5073@example.com,0855627198,2024-02-25,VIP,Phuket,16,CRM_V2
C-06668,Pim Sukjai,pim.sukjai6668@example.com,0843122622,2023-05-17,Regular,Chonburi,1,CRM_V2
C-00395,Anan Charoensuk,anan.charoensuk395@example.com,0813173449,2022-03-12,New,Chiang Mai,30,CRM_V2
C-05515,Preecha Sukjai,preecha.sukjai5515@example.com,0897769799,2022-08-23,Regular,Phuket,34,CRM_LEGACY_MIGRATED
C-00250,Wichai Thongdee,wichai.thongdee250@example.com,0874112421,2024-04-24,Regular,Bangkok,5,CRM_V2
C-06435,Anan Rattanakul,anan.rattanakul6435@example.com,0820182515,2024-02-27,VIP,Khon Kaen,17,CRM_V2
C-03734,Kittipong Chaiyaporn,kittipong.chaiyaporn3734@example.com,0836006545,2023-12-30,Regular,Chonburi,29,CRM_LEGACY_MIGRATED
C-03287,Suda Rattanakul,suda.rattanakul3287@example.com,0824442971,2022-07-01,New,Bangkok,24,CRM_V2
C-00490,Wichai Wongsawat,wichai.wongsawat490@example.com,0819713993,2022-03-04,Regular,Phuket,10,CRM_LEGACY_MIGRATED
C-08863,Somsak Sukjai,somsak.sukjai8863@example.com,0874171805,2024-07-05,New,Chonburi,36,CRM_V2
C-02841,Malee Charoensuk,malee.charoensuk2841@example.com,0888716700,2024-05-07,Regular,Bangkok,3,CRM_V2
C-06107,Pim Boonmee,pim.boonmee6107@example.com,0874947445,2024-05-16,Regular,Bangkok,3,CRM_V2
C-04296,Waree Rattanakul,waree.rattanakul4296@example.com,0891425523,2024-02-19,New,Chiang Mai,13,CRM_V2
C-05814,Wichai Phanuwat,wichai.phanuwat5814@example.com,0899305604,2023-10-01,Regular,Chonburi,11,CRM_V2
C-03099,Preecha Rattanakul,preecha.rattanakul3099@example.com,0866870574,2023-01-23,Regular,Chiang Mai,40,CRM_V2
C-08773,Anan Wongsawat,anan.wongsawat8773@example.com,0886982839,2022-10-31,Regular,Chonburi,35,CRM_V2
C-04841,Preecha Suksawat,preecha.suksawat4841@example.com,0887907284,2023-02-21,VIP,Chiang Mai,10,CRM_V2
C-09622,Somsak Kaewmanee,somsak.kaewmanee9622@example.com,0850488068,2024-04-13,New,Khon Kaen,14,CRM_V2
C-00802,Pim Boonmee,pim.boonmee802@example.com,0833373336,2024-05-30,New,Bangkok,22,CRM_V2
C-03395,Pim Suksawat,pim.suksawat3395@example.com,0864608915,2022-11-23,New,Chiang Mai,6,CRM_LEGACY
C-04743,Pim Wongsawat,pim.wongsawat4743@example.com,0880132361,2022-07-10,Regular,Chiang Mai,0,CRM_V2
C-00613,Somsak Suksawat,somsak.suksawat613@example.com,0848253264,2023-07-31,Regular,Khon Kaen,25,CRM_V2
C-03165,Nattaya Boonmee,nattaya.boonmee3165@example.com,0830443889,2023-05-30,Regular,Phuket,18,CRM_V2
C-07216,Chai Kaewmanee,chai.kaewmanee7216@example.com,0831398723,2022-09-05,Regular,Phuket,29,CRM_LEGACY
C-06012,Nattaya Phanuwat,nattaya.phanuwat6012@example.com,0803778831,2022-03-21,Regular,Khon Kaen,33,CRM_V2
C-01595,Somchai Wongsawat,somchai.wongsawat1595@example.com,0886509851,2022-04-17,Regular,Phuket,26,CRM_LEGACY_MIGRATED
C-04415,Pim Chaiyaporn,pim.chaiyaporn4415@example.com,0871450248,2024-01-05,Regular,Phuket,12,CRM_LEGACY
C-01552,Pim Chaiyaporn,pim.chaiyaporn1552@example.com,0864337645,2023-09-23,Regular,Bangkok,5,CRM_V2
C-01098,Thanapon Boonmee,thanapon.boonmee1098@example.com,0813934287,2023-07-07,Regular,Phuket,30,CRM_V2
C-06799,Chai Phanuwat,chai.phanuwat6799@example.com,0887961942,2022-02-24,New,Phuket,36,CRM_LEGACY
C-08852,Siriporn Wongsawat,siriporn.wongsawat8852@example.com,0883245218,2022-08-08,Regular,Phuket,36,CRM_V2
C-09527,Waree Sukjai,waree.sukjai9527@example.com,0870621867,2022-06-15,New,Chonburi,7,CRM_LEGACY
C-07981,Kittipong Sukjai,kittipong.sukjai7981@example.com,0884508670,2023-12-11,VIP,Chonburi,13,CRM_V2
C-02278,Kittipong Phanuwat,kittipong.phanuwat2278@example.com,0854936341,2023-11-13,Regular,Chonburi,11,CRM_LEGACY_MIGRATED
C-03305,Suda Charoensuk,,0802310433,2023-09-30,Regular,Chonburi,40,CRM_V2
C-09528,Ratana Phanuwat,ratana.phanuwat9528@example.com,0868257039,2023-11-14,New,Chonburi,40,CRM_LEGACY
C-01044,Siriporn Chaiyaporn,siriporn.chaiyaporn1044@example.com,0815345811,2022-09-04,New,Chiang Mai,16,CRM_V2
C-00247,Somchai Boonmee,somchai.boonmee247@example.com,0803374265,2021-12-23,New,Chiang Mai,19,CRM_LEGACY
C-06629,Ratana Wongsawat,ratana.wongsawat6629@example.com,0867932696,2022-02-08,New,Chiang Mai,24,CRM_LEGACY_MIGRATED
C-04605,Preecha Wongsawat,preecha.wongsawat4605@example.com,0880055854,2022-09-26,Regular,Bangkok,33,CRM_V2
C-06929,Wichai Kaewmanee,wichai.kaewmanee6929@example.com,0825202557,2023-04-15,New,Chonburi,26,CRM_V2
C-00578,Preecha Thongdee,preecha.thongdee578@example.com,0853003418,2022-11-16,Regular,Phuket,17,CRM_V2
C-05844,Malee Charoensuk,malee.charoensuk5844@example.com,0833188227,2023-07-24,VIP,Chiang Mai,4,CRM_LEGACY
C-07848,Ratana Wongsawat,ratana.wongsawat7848@example.com,0832088601,2022-06-24,Regular,Bangkok,15,CRM_V2
C-05959,Preecha Sukjai,preecha.sukjai5959@example.com,0846082876,2022-08-14,Regular,Phuket,33,CRM_LEGACY
C-02404,Ratana Chaiyaporn,,0862389912,2023-06-22,New,Phuket,17,CRM_V2
C-02765,Somsak Rattanakul,somsak.rattanakul2765@example.com,0863668843,2022-10-02,VIP,Khon Kaen,14,CRM_V2
C-02371,Malee Chaiyaporn,malee.chaiyaporn2371@example.com,0821123471,2023-06-10,VIP,Phuket,20,CRM_V2
C-05494,Kittipong Wongsawat,kittipong.wongsawat5494@example.com,0866878407,2022-11-24,Regular,Phuket,16,CRM_V2
C-00938,Kittipong Chaiyaporn,kittipong.chaiyaporn938@example.com,0855683179,2023-03-08,New,Bangkok,20,CRM_V2
C-00741,Thanapon Rattanakul,thanapon.rattanakul741@example.com,0850918218,2022-06-04,Regular,Phuket,36,CRM_V2
